Title,Post Id,Name of poster,Id of poster,Time,Question score,Question views,Question answers,Tags,Closed,Accepted answer
Will an Everstone prevent Tandemaus from evolving?,400354,Stevoisiak,181240,"Nov 22, 2022 at 15:30",4,2k,0,"['minecraft-java-edition', 'mod-identification']",True,False
My controller is strafing left when I hit both triggers,400348,Ben,73976,"Nov 22, 2022 at 13:20",0,36,1,"['minecraft-java-edition', 'minecraft-java-edition-server', 'windows', 'networking']",True,False
"In Elden Ring, are the summoning pools working with multiplayer password?",400340,David Ansermot,64266,"Nov 22, 2022 at 7:46",1,144,0,['genshin-impact'],False,False
How do I load saved games from another hard drive in Skyrim?,400339,Andrew W.,297369,"Nov 22, 2022 at 6:24",2,41,0,['zelda-breath-of-the-wild'],False,False
Can I end a Stunt Run or Road Rage mission early?,400338,Stevoisiak,297369,"Nov 22, 2022 at 5:22",0,29,1,['puzzle-spy'],False,False
How to pay off a bounty so high guards will attack you on sight? [duplicate],400337,nabbeloff,14088,"Nov 22, 2022 at 4:53",0,28,0,['borderlands-2'],False,False
Do Gym Badges make it easier to catch high level Pokémon?,400334,Stevoisiak,14088,"Nov 22, 2022 at 1:12",1,1k,1,['geometry-dash'],False,False
Can I still get Steam achievements if mods are enabled on GTA V?,400333,Crafter,290704,"Nov 22, 2022 at 0:19",2,205,1,"['minecraft-java-edition', 'minecraft-commands']",False,False
Do Overpower level 8 characters get Overpower level 8 weapons from side missions?,400332,Vipin Verma,33174,"Nov 21, 2022 at 22:54",4,97,1,"['minecraft-commands', 'minecraft-bedrock-edition']",False,False
Is it possible to share Nintendo accounts with multiple Switches playing different games simultaneously?,400328,beld,297360,"Nov 21, 2022 at 20:52",1,102,1,"['controllers', 'xbox-one', 'windows-10']",False,False
How do you not just drop the rock?,400325,Fredy31,15236,"Nov 21, 2022 at 15:50",1,87,1,['enter-the-gungeon'],False,False
How can I make unbreakable Item Frames and able to take any item in it?,400323,quadrillionixistin,297348,"Nov 21, 2022 at 12:06",1,95,1,['hi-fi-rush'],False,False
"Due to a bug, Sonic can become unable to jump. How can I troubleshoot this problem?",400321,unforgettableidSupportsMonica,297348,"Nov 21, 2022 at 9:49",3,51,0,"['minecraft-java-edition', 'minecraft-java-edition-server']",False,False
Is there a way to avoid upgrading your qi-gathering array and spirit root in the tutorial?,400315,krivanj20,289613,"Nov 21, 2022 at 2:21",1,42,0,['emperor-rise-of-the-middle-kingdom'],False,False
"What does ""Zork"" actually mean in-universe in the Zork/Infocom universe?",400314,jwezorek,289613,"Nov 21, 2022 at 0:56",8,185,2,"['agar.io', 'diep.io', 'surviv.io']",True,False
How do I grant characters the Light and Dark elements?,400313,Wipqozn,8350,"Nov 21, 2022 at 0:54",1,548,1,"['minecraft-java-edition', 'technical-issues', 'minecraft-launcher']",True,False
internal exception: java.net.socketexception: connection reset [duplicate],400310,user28379,8350,"Nov 20, 2022 at 15:23",0,18,0,['unity-games'],True,False
Why can't I scan the batgirl suit as a solution to Riddler's riddle?,400309,Donniel Thomas,5702,"Nov 20, 2022 at 9:50",5,157,1,['pokemon-go'],False,False
How come I need 0.7 electric mining drills to produce 18.75 iron plates a minute using a stone furnance?,400306,Timmy Jim,163757,"Nov 20, 2022 at 5:09",6,715,2,['the-witcher-3'],False,False
How can I make it where if a player makes a hand gesture it sends a signal?,400305,Cullen Lay Chip,297314,"Nov 20, 2022 at 0:06",0,23,0,['minecraft-bedrock-edition'],False,False
Does the Autoplay feature automatically activate the Continue feature?,400304,Malady,108916,"Nov 19, 2022 at 23:09",1,21,0,"['hardware', 'nintendo-ds']",False,False
"Is everything, including mods, limited to pixels in Minecraft Java?",400303,leguchi,296725,"Nov 19, 2022 at 22:39",1,87,1,"['technical-issues', 'dragonvale']",True,False
What is this blue area for?,400299,Neon1024,5357,"Nov 19, 2022 at 20:09",9,3k,1,"['linux', 'supertux']",False,False
What redstone circuit will turn a short pulse into a single very long pulse?,400298,jchung,291306,"Nov 19, 2022 at 16:45",0,96,0,['hogwarts-legacy'],False,False
Stuck transferring God of War Ragnarök saved data from PS4 to PS5,400288,Leo Jebran,243172,"Nov 18, 2022 at 23:47",1,218,1,"['minecraft-commands', 'minecraft-bedrock-edition']",False,False
"How can I get the ability to climb walls, if the Slumbering Sanctuary itself requires climbing walls to reach it?",400287,andrerpena,80826,"Nov 18, 2022 at 23:06",2,78,1,['gamedec'],False,False
Use /execute data get on all players and set their spawnpoints,400283,KNN,297278,"Nov 18, 2022 at 20:01",2,78,2,"['minecraft-commands', 'minecraft-bedrock-edition']",False,False
Can multiple trainers catch the same Pokemon?,400282,Wondercricket,124566,"Nov 18, 2022 at 19:34",7,826,1,['game-identification'],True,False
Is the Progress Challenges tab on the world map locked behind story progression?,400281,Malady,108916,"Nov 18, 2022 at 15:56",0,13,0,"['minecraft-java-edition', 'minecraft-commands']",False,False
Anemo elemental absorption and application,400278,prout,108916,"Nov 18, 2022 at 9:34",2,64,0,['valheim'],False,False
What are the odds for a Pokemon being shiny in Pokemon Scarlet Violet?,400272,pinckerman,108916,"Nov 17, 2022 at 23:36",1,863,1,['the-sims-4'],False,False
A game I did not purchase appears on my Switch library,400270,scoso,108916,"Nov 17, 2022 at 15:43",3,128,0,['evil-genius-2'],False,False
How to create terraria account on android,400265,Marcus A Babalola,297245,"Nov 17, 2022 at 12:55",0,29,0,['hogwarts-legacy'],False,False
Can chiseled stone brick be used to craft stone tool items like furnaces and brewing stands in Minecraft?,400262,user2880956,297245,"Nov 17, 2022 at 6:35",-1,57,2,['hogwarts-legacy'],False,False
How to fix God of War for PC from crashing almost immediately?,400261,Timmy Jim,297245,"Nov 17, 2022 at 5:35",3,343,0,"['pokemon-series', 'pokemon-second-generation']",False,False
How do I activate the side quest in the Inverted Arbor?,400260,Stevoisiak,297245,"Nov 17, 2022 at 4:55",0,68,1,['minecraft-bedrock-edition'],True,False
How can I prevent a piston from staying extended when a nearby pressure plate is activated?,400258,ScarpMetal,297223,"Nov 16, 2022 at 23:25",2,135,1,"['ps4', 'controllers']",True,False
What do I press to move all of a certain item to a chest?,400257,Catman,297222,"Nov 16, 2022 at 23:04",1,67,1,"['controllers', 'ps5']",False,False
How do I create an instant repeater (extend redstone signal without delay) for high frequency clocks? [closed],400254,Insanit,297221,"Nov 16, 2022 at 22:16",1,59,0,['steam'],False,False
How to correctly use the agent selector (@c)?,400253,pinckerman,297221,"Nov 16, 2022 at 18:44",2,61,1,['minecraft-java-edition'],False,False
What is the origin of Boos? Dead people or they just are?,400252,Fredy31,15236,"Nov 16, 2022 at 18:30",3,133,1,"['minecraft-java-edition', 'minecraft-commands']",False,False
How do I completely remove a game demo from steam? [duplicate],400247,,15236,"Nov 16, 2022 at 1:33",4,660,1,['yu-gi-oh-master-duel'],False,False
Lowest possible non-zero hit chance in Pokemon Emerald,400244,forest,210306,"Nov 16, 2022 at 0:26",2,141,1,['game-identification'],True,False
Do weapons earn Freshness during a Splatfest?,400243,pinckerman,210306,"Nov 15, 2022 at 23:02",2,69,1,['cities-skylines'],False,False
Do multiple Captain Marvels work together?,400242,Kamil Drakari,205290,"Nov 15, 2022 at 22:30",2,299,1,['minecraft-bedrock-edition'],False,False
Do Sonic's control options apply in Cyber Space?,400240,Stevoisiak,181240,"Nov 15, 2022 at 20:56",3,45,0,"['minecraft-commands', 'cheats']",False,False
Is there a set of High Points Binoculars that looks at the Downtown Fort?,400239,Malady,181240,"Nov 15, 2022 at 19:27",1,41,0,"['minecraft-commands', 'minecraft-bedrock-edition']",False,False
How can I ensure creatures do not infest my farmland?,400238,Lexibutt,243520,"Nov 15, 2022 at 18:39",0,30,0,['minecraft-java-edition'],False,False
Fallout 4 Neon Flats (Creation Club Content) Top Floor Bugged,400237,AngryCoder,243520,"Nov 15, 2022 at 17:52",4,72,1,['fifa-18'],True,False
Properly configure Minecraft skyblock server,400234,user2741831,297189,"Nov 15, 2022 at 14:54",0,28,0,"['pc', 'controllers']",True,False
Is there a true PS5 version of GTA 5?,400221,user3163829,105749,"Nov 15, 2022 at 4:52",4,202,1,"['minecraft-java-edition', 'mod-identification']",True,False
How do I turn off damage shake in minecraft 1.19.2 fabric and where can I find it? [duplicate],400219,Vincent Scheib,7943,"Nov 15, 2022 at 1:56",0,38,0,"['minecraft-java-edition', 'minecraft-java-edition-server', 'windows', 'networking']",True,False
Is it possible to turn off move staling in smash ultimate?,400215,Millard,249046,"Nov 14, 2022 at 22:59",6,127,1,['genshin-impact'],False,False
How to change / apply change clothes in PUBG?,400214,Dims,93665,"Nov 14, 2022 at 20:40",0,596,0,['zelda-breath-of-the-wild'],False,False
What's the distance that let me hide my super jumps using Stealth Jump?,400199,pinckerman,87579,"Nov 14, 2022 at 12:27",2,39,0,['puzzle-spy'],False,False
"When Sonic 2 for Android saves, what information gets saved and what doesn't",400197,unforgettableidSupportsMonica,37055,"Nov 14, 2022 at 9:53",2,80,1,['borderlands-2'],False,False
When do Overwatch 2 daily challenges reset?,400196,Wolf,21177,"Nov 14, 2022 at 6:08",1,2k,1,['geometry-dash'],False,False
Where's the save file stored in Linux / Ubuntu?,400195,Malady,108916,"Nov 14, 2022 at 5:04",2,158,0,"['minecraft-java-edition', 'minecraft-commands']",False,False
"What was the purpose of the ""VTR 1"" and ""VTR 2"" video casettes in Deep Fear?",400194,jameswilddev,294145,"Nov 13, 2022 at 21:32",6,32,0,"['minecraft-commands', 'minecraft-bedrock-edition']",False,False
Can I open a specific version's mod? [closed],400193,Reed Oxenreider,297142,"Nov 13, 2022 at 21:07",1,67,1,"['controllers', 'xbox-one', 'windows-10']",False,False
Do medals in Tricolor Battles count attacking teams separately?,400189,Stevoisiak,181240,"Nov 13, 2022 at 6:04",1,32,0,['enter-the-gungeon'],False,False
Was Undertale made in GameMaker v1 or v2? [closed],400185,LeoDog896,245198,"Nov 12, 2022 at 18:43",1,127,1,['hi-fi-rush'],False,False
What video game is being played in V/H/S/99?,400183,galacticninja,4797,"Nov 12, 2022 at 9:25",12,3k,1,"['minecraft-java-edition', 'minecraft-java-edition-server']",False,False
"How can you tell if a settlement will have ""noble troops"" for hire in Bannerlord?",400171,DevAir1,226516,"Nov 11, 2022 at 18:24",1,257,1,['emperor-rise-of-the-middle-kingdom'],False,False
Minecraft regular texture not showing,400167,Mouton_redstone,297075,"Nov 11, 2022 at 15:06",1,56,1,"['agar.io', 'diep.io', 'surviv.io']",True,False
Is it possible to play GTA V on Xbox 360 with the first disc only?,400161,Lxve,297058,"Nov 11, 2022 at 0:07",2,102,1,"['minecraft-java-edition', 'technical-issues', 'minecraft-launcher']",True,False
What was the (unofficial) Minecraft Snapshot 20w14✨?,400142,Jmooroof,297058,"Nov 10, 2022 at 0:28",5,1k,1,['unity-games'],True,False
After a nuclear attack for how many turns tiles remain radioactive in civilization 6?,400140,Payel Senapati,293989,"Nov 9, 2022 at 21:07",1,153,1,['pokemon-go'],False,False
How does saving work in Crash Bandicoot?,400139,Joe,277816,"Nov 9, 2022 at 20:33",5,429,2,['the-witcher-3'],False,False
Where are these two video game songs from?,400134,nightsurfer,277816,"Nov 9, 2022 at 14:25",18,3k,1,['minecraft-bedrock-edition'],False,False
Can I use my Minecraft skin on switch version,400129,Piper,185182,"Nov 8, 2022 at 23:50",2,41,0,"['hardware', 'nintendo-ds']",False,False
Can you assign a companion to a siege weapon in a battle?,400127,DevAir1,226516,"Nov 8, 2022 at 22:05",2,341,0,"['technical-issues', 'dragonvale']",True,False
What do I get from sins?,400123,Batophobia,42984,"Nov 8, 2022 at 18:21",0,93,0,"['linux', 'supertux']",False,False
How to I target a specific player in a specific dimension?,400122,Authorsoft,296989,"Nov 8, 2022 at 17:45",3,49,0,['hogwarts-legacy'],False,False
What is the Bedrock Hypixel IP for Xbox?,400120,DARIEN MASELLA,296984,"Nov 8, 2022 at 16:28",-2,49,2,"['minecraft-commands', 'minecraft-bedrock-edition']",False,False
Skeleton killed by its own arrow achievement?,400113,Aceplante,249240,"Nov 8, 2022 at 5:57",3,72,0,['gamedec'],False,False
How to duplicate Binding of Isaac: Repentance saves?,400110,Supercold,296959,"Nov 7, 2022 at 21:59",1,115,0,"['minecraft-commands', 'minecraft-bedrock-edition']",False,False
When is the number of waves in a raid determined?,400108,Jacob A.,296339,"Nov 7, 2022 at 17:25",5,90,1,['game-identification'],True,False
What weapon talent tree combination provides the highest dps with the greatsword?,400106,Vrastyr,296339,"Nov 7, 2022 at 16:55",2,36,0,"['minecraft-java-edition', 'minecraft-commands']",False,False
What strategies work best to get to Level 100 of Skull Cavern? [duplicate],400105,Timmy Jim,296339,"Nov 7, 2022 at 15:51",1,67,0,['valheim'],False,False
Can't find where the original part of my world is [duplicate],400104,Jenny,12188,"Nov 7, 2022 at 14:51",0,43,0,['the-sims-4'],False,False
How do I make a villager do different things when clicked on multiple times?,400101,Flow Works,296939,"Nov 7, 2022 at 12:20",0,45,1,['evil-genius-2'],False,False
I want a macro that asks another player to move away from my area when I am waiting for a rare to pop,400100,J Ladson,296939,"Nov 7, 2022 at 11:45",1,125,1,['hogwarts-legacy'],False,False
Can I change the enchantment on my gloves in Candy box 2?,400096,Pan-pan,296939,"Nov 7, 2022 at 3:06",0,24,1,['hogwarts-legacy'],False,False
How do I add a fake CanPlaceOn tag in the chest using /data merge block? [duplicate],400095,USER16935497,296923,"Nov 7, 2022 at 2:55",0,30,1,"['pokemon-series', 'pokemon-second-generation']",False,False
MSFS 2020 autopilot issue,400091,user86,296911,"Nov 6, 2022 at 16:16",0,9,0,['minecraft-bedrock-edition'],True,False
Placing structure on a placed block,400089,BlackHoleVortex,296904,"Nov 6, 2022 at 11:14",1,26,1,"['ps4', 'controllers']",True,False
How to remove item offset with an invisible item frame?,400083,Wild Owl,296902,"Nov 6, 2022 at 10:16",1,72,0,"['controllers', 'ps5']",False,False
"In Resident Evil 2 (remake as well), why does Marvin not take a green herb?",400079,Crafter,290704,"Nov 6, 2022 at 3:39",2,110,1,['steam'],False,False
How to turn off mouse deceleration/acceleration?,400076,RBlong2us,259067,"Nov 5, 2022 at 19:44",0,114,1,['minecraft-java-edition'],False,False
Why do other people's profile pictures look like this in CS:GO?,400075,demonickatsu,296886,"Nov 5, 2022 at 13:21",0,310,1,"['minecraft-java-edition', 'minecraft-commands']",False,False
How to add cash to a city government,400073,Flux,228148,"Nov 5, 2022 at 8:23",1,84,1,['yu-gi-oh-master-duel'],False,False
Can someone help me find this Minecraft mod name?,400071,Ildson Júnior,296877,"Nov 5, 2022 at 0:03",2,181,1,['game-identification'],True,False
Should the A button on the gamepad be the right or the bottom button?,400069,Heinzi,231103,"Nov 4, 2022 at 21:33",3,386,1,['cities-skylines'],False,False
Is it normal to build a lot of bases in Subnautica? [closed],400065,Tyler Durden,86035,"Nov 4, 2022 at 15:06",1,317,1,['minecraft-bedrock-edition'],False,False
Untitled goose game - no more pint glasses,400061,Steve V,296332,"Nov 4, 2022 at 12:54",2,154,1,"['minecraft-commands', 'cheats']",False,False
What is the maximum horizontal distance that can be covered with elytra?,400053,Jacob A.,296332,"Nov 3, 2022 at 21:14",1,122,2,"['minecraft-commands', 'minecraft-bedrock-edition']",False,False
Which handheld console performs better with larger game ports?,400052,MattixA1,296330,"Nov 3, 2022 at 21:12",2,130,1,['minecraft-java-edition'],False,False
Trying to identify a PS1 game [closed],400049,John Dev,296835,"Nov 3, 2022 at 17:34",-1,111,1,['fifa-18'],True,False
How to see the value of a piece of land that is owned by a company or government,400040,Flux,228148,"Nov 3, 2022 at 4:50",2,28,1,"['pc', 'controllers']",True,False
Do Tactical Points matter for the last turn of a chain attack?,400037,Stevoisiak,181240,"Nov 3, 2022 at 3:17",4,104,1,"['minecraft-java-edition', 'mod-identification']",True,False
Steam Invalid SSL Certificate,400036,ChocolateChara,181240,"Nov 3, 2022 at 1:24",2,977,3,"['minecraft-java-edition', 'minecraft-java-edition-server', 'windows', 'networking']",True,False
How do I get the item boxes on Sonic Pinball in Casinopolis?,400034,Stevoisiak,181240,"Nov 2, 2022 at 21:20",1,15,0,['genshin-impact'],False,False
What happens if I dance with a governor's daughter after marrying another?,400033,Robert Columbia,161932,"Nov 2, 2022 at 20:06",3,139,1,['zelda-breath-of-the-wild'],False,False
What are the eligibility criteria for hardware-based PlayStation Stars collectibles?,400030,Milo P,63263,"Nov 2, 2022 at 17:27",2,46,0,['puzzle-spy'],False,False
Minecraft Java creating function to continue running until a certain circumstance,400025,leguchi,296725,"Nov 2, 2022 at 15:03",1,43,0,['borderlands-2'],False,False
Are there any blocks an enderman can hold but can't place,400020,vinzzz001,296725,"Nov 2, 2022 at 13:58",3,123,1,['geometry-dash'],False,False
Updating sign text not working,400014,Niekvb,296783,"Nov 2, 2022 at 8:01",0,53,1,"['minecraft-java-edition', 'minecraft-commands']",False,False
Command blocks: Keep executing chain if block fails,400012,Niekvb,296783,"Nov 2, 2022 at 4:48",5,508,1,"['minecraft-commands', 'minecraft-bedrock-edition']",False,False
What is the fastest way to find an End City in The End dimension?,400008,Brody Luce,296778,"Nov 2, 2022 at 1:12",1,209,2,"['controllers', 'xbox-one', 'windows-10']",False,False
I get teleported when executing a command,400007,ChadBroski01,296776,"Nov 1, 2022 at 22:50",-1,55,1,['enter-the-gungeon'],False,False
"How do I keep my Alpacas inside an enclosure? I'm getting "" Cannot rope Alpaca: No enclosed pen""",400005,andrerpena,296776,"Nov 1, 2022 at 19:59",1,168,1,['hi-fi-rush'],False,False
942 rooms first castle [duplicate],400003,Richie,23159,"Nov 1, 2022 at 19:27",0,28,0,"['minecraft-java-edition', 'minecraft-java-edition-server']",False,False
How do I make kelp elevator without drowning?,399996,user296756,23159,"Nov 1, 2022 at 16:08",6,4k,3,['emperor-rise-of-the-middle-kingdom'],False,False
Were Bubble Bobble cheats always available in the arcade?,399994,Marcus,128552,"Nov 1, 2022 at 15:15",4,103,1,"['agar.io', 'diep.io', 'surviv.io']",True,False
How to completely get rid of the ice in the biome?,399992,leguchi,296725,"Nov 1, 2022 at 13:27",4,421,1,"['minecraft-java-edition', 'technical-issues', 'minecraft-launcher']",True,False
"Can't disarm missile in ""Dark Water"" mission in MW II",399991,dly,117067,"Nov 1, 2022 at 12:20",2,2k,2,['unity-games'],True,False
Steam does not allocate CPU on first attempt to start games [closed],399989,SDH,291517,"Nov 1, 2022 at 4:06",2,71,0,['pokemon-go'],False,False
What is the Mr. Grizz statue supposed to be? (Spoilers),399982,Fredy31,15236,"Oct 31, 2022 at 14:23",0,223,1,['the-witcher-3'],False,False
SO can't create its own lobby and cannot be joined,399981,Fredy31,15236,"Oct 31, 2022 at 14:20",1,32,0,['minecraft-bedrock-edition'],False,False
"Does the ""Priority Care"" effect stacks between operators?",399977,Lemon,199843,"Oct 31, 2022 at 6:21",0,25,0,"['hardware', 'nintendo-ds']",False,False
Where can I find an Albion Agent like this in Watch Dogs Legion?,399976,Lemon,199843,"Oct 31, 2022 at 6:03",2,190,1,"['technical-issues', 'dragonvale']",True,False
Will my Minecraft worlds stay in my game after my Playstation Plus expires?,399970,Mun,296694,"Oct 30, 2022 at 23:25",5,1k,1,"['linux', 'supertux']",False,False
Where do I find the left arm in Yorunokasou?,399967,Stevoisiak,296694,"Oct 30, 2022 at 20:49",0,42,1,['hogwarts-legacy'],False,False
Command to Set Age for Name-Tagged Entities,399966,Megan,241256,"Oct 30, 2022 at 20:41",0,181,2,"['minecraft-commands', 'minecraft-bedrock-edition']",False,False
How to fix small steam icons?,399962,Betydlig,241256,"Oct 30, 2022 at 18:13",2,278,1,['gamedec'],False,False
How can consumption tax be useful on a good which is not being sold?,399961,user985366,124685,"Oct 30, 2022 at 17:20",3,310,1,"['minecraft-commands', 'minecraft-bedrock-edition']",False,False
How is it possible that we had no less than FOUR keys left after beating Zelda II?,399959,user296681,296681,"Oct 30, 2022 at 14:55",38,6k,3,['game-identification'],True,False
How to open wooden villager door in Minecraft on Ipad Tablet,399956,Tom,239812,"Oct 29, 2022 at 23:56",2,210,2,"['minecraft-java-edition', 'minecraft-commands']",False,False
Melee vs Brawling feasibility,399954,Yasskier,130191,"Oct 29, 2022 at 23:43",0,378,0,['valheim'],False,False
What does Rechambering Accuracy mean?,399950,Skye-AT,282193,"Oct 29, 2022 at 20:52",3,23k,2,['the-sims-4'],False,False
Rocksmith 2014 Remastered crashed for no apparrent reason,399947,SH4NNY1,200971,"Oct 29, 2022 at 14:00",1,214,0,['evil-genius-2'],False,False
What's the name of the mission in CoD4 where you get strafed by the MiG?,399943,darth happyface,17663,"Oct 29, 2022 at 4:11",1,53,1,['hogwarts-legacy'],False,False
"My Minecraft world stuck on loading dirt screen, the game crashed with code: -805306369 (Forge 1.19.2) [duplicate]",399942,octonuggets,142540,"Oct 29, 2022 at 3:28",0,33,0,['hogwarts-legacy'],False,False
Why is my income tax and poll tax zero?,399939,user6332430,162439,"Oct 28, 2022 at 14:09",2,411,0,"['pokemon-series', 'pokemon-second-generation']",False,False
Can i host a website with a Minecraft Server? [closed],399938,Sowev,296602,"Oct 28, 2022 at 13:34",-3,83,1,['minecraft-bedrock-edition'],True,False
Why did I lose this Marvel Snap match?,399932,ahsteele,559,"Oct 28, 2022 at 4:02",2,1k,1,"['ps4', 'controllers']",True,False
Which games use a neural network to influence game play? [closed],399931,stevec,559,"Oct 28, 2022 at 3:08",5,404,2,"['controllers', 'ps5']",False,False
How do you get silver and gold scales in Salmon Run?,399929,Chase Sandmann,96435,"Oct 27, 2022 at 20:55",3,458,1,['steam'],False,False
Xbox360 dvd drive replacement [duplicate],399926,BlueRaja - Danny Pflughoeft,2578,"Oct 27, 2022 at 19:03",0,21,0,['minecraft-java-edition'],False,False
How to play on Xbox Live on Xbox 360 with Game Pass?,399921,chado,296572,"Oct 27, 2022 at 14:17",0,259,1,"['minecraft-java-edition', 'minecraft-commands']",False,False
I’ve noticed i’ve started losing a good bit of money since I bought Plazas and Promenades for Cities: Skylines. Why?,399920,Camelnaut,243234,"Oct 27, 2022 at 13:12",1,83,0,['yu-gi-oh-master-duel'],False,False
How do I get the chest in Lotus Shoal?,399918,Powerlord,87105,"Oct 27, 2022 at 11:27",14,1k,1,['game-identification'],True,False
Borderlands 2 save game corrupted on ps5,399917,Vipin Verma,33174,"Oct 27, 2022 at 10:01",0,174,0,['cities-skylines'],False,False
Strategies for not having my boat tridented into the soup,399912,John O,133506,"Oct 26, 2022 at 21:29",3,76,0,['minecraft-bedrock-edition'],False,False
What FPS subgenre is DOOM Eternal?,399911,Songo,53631,"Oct 26, 2022 at 20:49",2,208,2,"['minecraft-commands', 'cheats']",False,False
Did DOOM for SNES support the SNES mouse and Super Scope?,399910,user291937,291937,"Oct 26, 2022 at 20:45",2,150,1,"['minecraft-commands', 'minecraft-bedrock-edition']",False,False
How do I find a horse's lineage in Pocket Card Jockey?,399908,newtolawns,296553,"Oct 26, 2022 at 17:23",1,24,0,['minecraft-java-edition'],False,False
How do I check which upgrades I've collected?,399906,Stevoisiak,296553,"Oct 26, 2022 at 15:44",0,42,1,['fifa-18'],True,False
Is there any benefit to dashing the enemies in the overworld,399905,Princess Ada,296551,"Oct 26, 2022 at 15:14",6,294,0,"['pc', 'controllers']",True,False
What does upgrading the Spike-O-Pult with Triple Shot actually do?,399904,AstroBoy8333,296546,"Oct 26, 2022 at 11:59",1,47,0,"['minecraft-java-edition', 'mod-identification']",True,False
How do I join a new dock to an existing dock?,399901,Flux,228148,"Oct 26, 2022 at 9:06",1,58,1,"['minecraft-java-edition', 'minecraft-java-edition-server', 'windows', 'networking']",True,False
Can't hear game audio when streaming PS3 with Elgato HD60S+ and OBS,399898,lucaortis,228148,"Oct 26, 2022 at 3:16",0,225,1,['genshin-impact'],False,False
Shift code rewards not showing up in my PS5 for Borderlands 2,399895,Vipin Verma,33174,"Oct 25, 2022 at 22:16",1,249,1,['zelda-breath-of-the-wild'],False,False
Using Codashop or Hoyoverse top up page with VPN to get Genesis Crystals with US prices,399893,Amber123,33174,"Oct 25, 2022 at 22:05",0,1k,1,['puzzle-spy'],False,False
Is it possible to vary entity model/texture with subpacks?,399892,AdamRaichu,281304,"Oct 25, 2022 at 20:10",0,25,0,['borderlands-2'],False,False
Why do the analog clocks in Stray have 16 hours?,399888,Entangled Superposition,296333,"Oct 25, 2022 at 13:32",22,4k,1,['geometry-dash'],False,False
Are non-transferrable Pokemon stuck in Pokemon Home?,399882,Daniel Walker,219027,"Oct 25, 2022 at 0:52",2,240,1,"['minecraft-java-edition', 'minecraft-commands']",False,False
How to find Bretta?,399881,Ozymandias,296497,"Oct 24, 2022 at 18:29",2,177,1,"['minecraft-commands', 'minecraft-bedrock-edition']",False,False
What's the difference between Easy and Normal in Murder by Numbers?,399877,Stevoisiak,181240,"Oct 24, 2022 at 15:44",2,799,2,"['controllers', 'xbox-one', 'windows-10']",False,False
How to make a message show for everyone when closest player is on the correct team [closed],399875,Rosy-senpai,296470,"Oct 23, 2022 at 18:39",1,57,1,['enter-the-gungeon'],False,False
How to open this door in Sumeru?,399871,know_n,296460,"Oct 23, 2022 at 13:44",0,204,0,['hi-fi-rush'],False,False
Is there a way to remove Luddic Path Cells from my colonies?,399869,problemofficer - n.f. Monica,193787,"Oct 23, 2022 at 10:18",1,203,1,"['minecraft-java-edition', 'minecraft-java-edition-server']",False,False
"If I delete game progress from my PlayStation, will it remove it from the ps+ cloud?",399867,Mr-unknown,296449,"Oct 23, 2022 at 3:45",1,2k,2,['emperor-rise-of-the-middle-kingdom'],False,False
Can I still get Steam achievements after taking mods off?,399865,Crafter,290704,"Oct 22, 2022 at 23:46",12,3k,2,"['agar.io', 'diep.io', 'surviv.io']",True,False
How do I teleport everyone to a random position along with the world border?,399864,Frog,296438,"Oct 22, 2022 at 21:48",0,116,1,"['minecraft-java-edition', 'technical-issues', 'minecraft-launcher']",True,False
"What does the ""overworld_caves"" dimension type do?",399863,Aceplante,249240,"Oct 22, 2022 at 21:16",2,103,0,['unity-games'],True,False
How can I emulate a regular gamepad with the Oculus Touch (Q2) controllers in Steam VR?,399859,Lemon,199843,"Oct 21, 2022 at 22:52",0,110,0,['pokemon-go'],False,False
Does Family Share games keep save files on the cloud?,399857,ONF,296401,"Oct 21, 2022 at 20:20",0,393,1,['the-witcher-3'],False,False
How can I fix the Error: Invalid or corrupt jarfile with Java?,399855,Keith Marshall,296400,"Oct 21, 2022 at 19:23",-1,2k,1,['minecraft-bedrock-edition'],False,False
"What are ""Avatar Items"" in Xbox Store?",399852,Sybil,61811,"Oct 21, 2022 at 14:17",3,205,1,"['hardware', 'nintendo-ds']",False,False
Does CC-EV boost affect fuel consumption?,399851,Praseodymium-141,291378,"Oct 21, 2022 at 12:43",1,18,0,"['technical-issues', 'dragonvale']",True,False
What is the difference between the F1500T-A & the SF19 Super Formulas?,399849,FrontEnd,104997,"Oct 21, 2022 at 5:27",0,67,0,"['linux', 'supertux']",False,False
How do I know if a world is Hard or not?,399845,Malady,104997,"Oct 21, 2022 at 3:23",3,893,2,['hogwarts-legacy'],False,False
"Skyrim special edition on PS5 ""using PS4 disc"" having follower bug",399844,Shadow250,296383,"Oct 21, 2022 at 2:11",1,131,0,"['minecraft-commands', 'minecraft-bedrock-edition']",False,False
What do the allegiance options do?,399842,Stevoisiak,181240,"Oct 20, 2022 at 22:17",1,331,0,['gamedec'],False,False
Is the modded Skyrim play time inclusive of unmodded Skyrim play time?,399840,Zohair,296364,"Oct 20, 2022 at 13:50",0,87,1,"['minecraft-commands', 'minecraft-bedrock-edition']",False,False
How to deal with the North tribe action defecit?,399839,aphid,148546,"Oct 20, 2022 at 13:09",3,40,0,['game-identification'],True,False
Why doesn't @e work properly with these commands?,399838,user296363,296363,"Oct 20, 2022 at 12:32",1,53,0,"['minecraft-java-edition', 'minecraft-commands']",False,False
